#Transcript position	Transcript coverage profile
0.0	0.7565935857983475
1.0	0.6055046431901063
2.0	0.5944112364215857
3.0	0.6515915105784581
4.0	0.727879899041047
5.0	0.6593536297739883
6.0	0.576501213133602
7.0	0.48366312555740054
8.0	0.49047331345407463
9.0	0.490246580200724
10.0	0.5334807916126789
11.0	0.5321825178688706
12.0	0.6861404004923485
13.0	0.7611457882055954
14.0	0.7432289021093219
15.0	0.6823173397838466
16.0	0.6677032686826323
17.0	0.6158084877640309
18.0	0.5891363547172875
19.0	0.5879255649129435
20.0	0.6708899025974647
21.0	0.5920745088587255
22.0	0.5353200450048778
23.0	0.40527101238006674
24.0	0.42053719136470297
25.0	0.5017318717503
26.0	0.4601787521247786
27.0	0.36286820990999175
28.0	0.3282884622219577
29.0	0.47308803933342647
30.0	0.5576622517297641
31.0	0.6584477433210337
32.0	0.5884759403651694
33.0	0.49919538814786385
34.0	0.4163436003766724
35.0	0.41004350034163956
36.0	0.5235844184994932
37.0	0.452738064401294
38.0	0.5301574309948757
39.0	0.6344667837957918
40.0	0.6192967006082383
41.0	0.5858323923230944
42.0	0.5820823742681362
43.0	0.5391649547909362
44.0	0.5766574964024141
45.0	0.5791192467949557
46.0	0.5475243358854456
47.0	0.5214218018119476
48.0	0.5587147483286133
49.0	0.5124594413841799
50.0	0.4753445150460555
51.0	0.4514091408697271
52.0	0.45564922638014355
53.0	0.514109408841847
54.0	0.5887746805959168
55.0	0.6061562668001734
56.0	0.5801185791160948
57.0	0.5717040311247829
58.0	0.5434359324019437
59.0	0.6091455085450718
60.0	0.6063533454415477
61.0	0.6548315749973459
62.0	0.7432256320253976
63.0	0.7554330887410633
64.0	0.6176119523023812
65.0	0.6863699688451091
66.0	0.6160888622625076
67.0	0.6517506527897696
68.0	0.7294611613417887
69.0	0.6839762800152456
70.0	0.6637502155494847
71.0	0.7742982030695912
72.0	0.7151709689001728
73.0	0.747704373145417
74.0	0.6904922610506449
75.0	0.7214212930189464
76.0	0.7525221783949798
77.0	0.9474855769541147
78.0	0.820930766423308
79.0	0.8682524685424478
80.0	0.972222248419017
81.0	1.0523683690378325
82.0	1.139073998016845
83.0	1.1181244088803906
84.0	0.9476320547240801
85.0	0.9217017413596462
86.0	1.0276813523972548
87.0	1.1269139573726294
88.0	1.2457324456312258
89.0	1.124261474007938
90.0	1.1116927095506022
91.0	0.9492838064754254
92.0	1.0067729976340871
93.0	1.1180149704675633
94.0	1.090523128489035
95.0	1.2022215414705437
96.0	1.3271755143935917
97.0	1.1752486454118272
98.0	1.0116301568315647
99.0	0.5671743198668301
