SM_V10_1	83871	86019	-	2
SM_V10_1	83871	123080	-	2
SM_V10_1	86245	86975	-	2
SM_V10_1	87260	120681	-	2
SM_V10_1	120950	123080	-	2
SM_V10_1	123306	125494	-	2
SM_V10_1	125779	131174	-	2
SM_V10_1	216369	221765	+	3
SM_V10_1	216369	247291	+	3
SM_V10_1	222050	224240	+	3
SM_V10_1	222050	248305	+	3
SM_V10_1	224466	226597	+	3
SM_V10_1	247576	248305	+	3
SM_V10_1	248531	250671	+	3
SM_V10_1	284472	284511	-	5
SM_V10_1	284577	284617	-	5
SM_V10_1	284740	285146	-	5
SM_V10_1	404493	405454	-	6
SM_V10_1	405604	406432	-	6
SM_V10_1	406511	407430	-	6
SM_V10_1	407498	408193	-	6
SM_V10_1	408259	409146	-	6
SM_V10_1	409198	410141	-	6
SM_V10_1	410241	410534	-	6
SM_V10_1	410605	410661	-	6
SM_V10_1	410752	410790	-	6
SM_V10_1	410936	411018	-	6
SM_V10_1	462954	463038	+	7
SM_V10_1	463178	463216	+	7
SM_V10_1	463307	463363	+	7
SM_V10_1	463434	463727	+	7
SM_V10_1	463827	464770	+	7
SM_V10_1	464822	465709	+	7
SM_V10_1	465775	468802	+	7
SM_V10_1	468870	469789	+	7
SM_V10_1	469868	470696	+	7
SM_V10_1	470846	471807	+	7
SM_V10_1	618026	618108	+	8
SM_V10_1	618254	618290	+	8
SM_V10_1	618384	618440	+	8
SM_V10_1	618511	618777	+	8
SM_V10_1	618877	619932	+	8
SM_V10_1	619984	620961	+	8
SM_V10_1	621027	621720	+	8
SM_V10_1	621788	623542	+	8
SM_V10_1	623621	624491	+	8
SM_V10_1	624641	625430	+	8
SM_V10_1	625509	625606	+	8
SM_V10_1	705727	705809	+	9
SM_V10_1	705955	705991	+	9
SM_V10_1	706085	706141	+	9
SM_V10_1	706212	706489	+	9
SM_V10_1	706583	707633	+	9
SM_V10_1	707685	708662	+	9
SM_V10_1	708728	709420	+	9
SM_V10_1	709488	711263	+	9
SM_V10_1	711342	712222	+	9
SM_V10_1	712372	713117	+	9
SM_V10_1	713199	713296	+	9
SM_V10_1	1046849	1047745	-	11
SM_V10_1	1047797	1048801	-	11
SM_V10_1	1048901	1049194	-	11
SM_V10_1	1049265	1049321	-	11
SM_V10_1	1049412	1049450	-	11
SM_V10_1	1095818	1096966	-	12
SM_V10_1	1097063	1098025	-	12
SM_V10_1	1098078	1098657	-	12
SM_V10_1	1210576	1211222	-	13
SM_V10_1	1211278	1211318	-	13
SM_V10_1	1211436	1212772	-	13
SM_V10_1	1212839	1213671	-	13
SM_V10_1	1237815	1239470	+	14
SM_V10_1	1239813	1242773	+	14
SM_V10_1	1243088	1250631	+	14
SM_V10_1	1250675	1251670	+	14
SM_V10_1	1251790	1252597	+	14
SM_V10_1	1252684	1256180	+	14
SM_V10_1	1256354	1257830	+	14
SM_V10_1	1348435	1348517	+	15
SM_V10_1	1348663	1348699	+	15
SM_V10_1	1348793	1348849	+	15
SM_V10_1	1348920	1349192	+	15
SM_V10_1	1349292	1350346	+	15
SM_V10_1	1350398	1350876	+	15
SM_V10_1	1350942	1351634	+	15
SM_V10_1	1351702	1353475	+	15
SM_V10_1	1353557	1354270	+	15
SM_V10_1	1354420	1355375	+	15
SM_V10_1	1438077	1439841	-	16
SM_V10_1	1439922	1440798	-	16
SM_V10_1	1440928	1441045	-	16
SM_V10_1	1441148	1442626	-	16
SM_V10_1	1442711	1444872	-	16
SM_V10_1	1445023	1448743	-	16
SM_V10_1	1448959	1449797	-	16
SM_V10_1	1449968	1453464	-	16
SM_V10_1	1453551	1454358	-	16
SM_V10_1	1454478	1455466	-	16
SM_V10_1	1455510	1458001	-	16
SM_V10_1	1458316	1464622	-	16
SM_V10_1	1464965	1466627	-	16
SM_V10_1	1466701	1466732	-	16
SM_V10_1	1466835	1466865	-	16
SM_V10_1	1466981	1467014	-	16
SM_V10_1	1467098	1467137	-	16
SM_V10_1	1476534	1482183	+	17
SM_V10_1	1482444	1482476	+	17
SM_V10_1	1482573	1482609	+	17
SM_V10_1	1482734	1482766	+	17
SM_V10_1	1482813	1482845	+	17
SM_V10_1	1483024	1483053	+	17
SM_V10_1	1483303	1484140	+	17
SM_V10_1	1484207	1485544	+	17
SM_V10_1	1485662	1485702	+	17
SM_V10_1	1485758	1486404	+	17
SM_V10_1	1486480	1488290	+	17
SM_V10_1	1488482	1488525	+	17
SM_V10_1	1488602	1488639	+	17
SM_V10_1	1771256	1775967	-	18
SM_V10_1	1776000	1776389	-	18
SM_V10_1	1777031	1789766	-	18
SM_V10_1	1806181	1808989	+	19
SM_V10_1	1809103	1815140	+	19
SM_V10_1	1919496	1919578	+	20
SM_V10_1	1919726	1919762	+	20
SM_V10_1	1919856	1919912	+	20
SM_V10_1	1919983	1920254	+	20
SM_V10_1	1920354	1921403	+	20
SM_V10_1	1921455	1922437	+	20
SM_V10_1	1922503	1923196	+	20
SM_V10_1	1923264	1925004	+	20
SM_V10_1	1925086	1925965	+	20
SM_V10_1	1926115	1926890	+	20
SM_V10_1	1927020	1927069	+	20
SM_V10_1	2040485	2040538	+	22
SM_V10_1	2040670	2040709	+	22
SM_V10_1	2040792	2041445	+	22
SM_V10_1	2041535	2041640	+	22
SM_V10_1	2096724	2096806	+	24
SM_V10_1	2096952	2096987	+	24
SM_V10_1	2097078	2097134	+	24
SM_V10_1	2097205	2097591	+	24
SM_V10_1	2097673	2098726	+	24
SM_V10_1	2098778	2099610	+	24
SM_V10_1	2099676	2100368	+	24
SM_V10_1	2100436	2101147	+	24
SM_V10_1	2101226	2102474	+	24
SM_V10_1	2102624	2103402	+	24
SM_V10_1	2103502	2103692	+	24
