#Position (bp)	Coverage	Std
489278.5	203.43705901455436	51.25453522530108
1467834.5	124.50000762415944	41.67319543164072
2446390.5	35.53350927998662	55.93380923682529
3424946.5	33.231294056509675	4.053291270577788
4403502.5	15.140018122913071	7.435190477703832
5382058.5	57.506283051988916	16.64188986789532
6360614.5	51.93727879496575	81.13417943617048
7339170.5	12.355248897525973	5.131891646535263
8317726.5	13.300267239505414	5.630485281432948
9296282.5	36.08082506165833	7.709643003164677
1.02748385E7	62.05967350448225	36.87713294719899
1.12533945E7	20.428178892524013	77.44891929447348
1.22319505E7	22.59184401247475	65.1220889910672
1.32105065E7	12.181380150066083	9.208470552769926
1.41890625E7	45.29009547148619	28.779394558448924
1.51676185E7	30.265098037987272	62.432892892844585
1.61461745E7	17.896489369081475	20.41026061733905
1.71247305E7	47.38589224127536	88.40481732379459
1.81032865E7	24.385899466244354	19.771839943218485
1.90818425E7	13.833078552976577	14.399970756200235
2.00603985E7	19.821330174248924	17.458167766436542
2.10389545E7	59.60103015383086	183.19487542203774
2.20175105E7	59.21566852224759	32.49370416460493
2.29960665E7	30.395325470392915	20.20318563527136
2.39746225E7	45.08938165660667	96.06477576013874
2.49531785E7	22.510293856496553	26.590948560101616
2.59317345E7	12.079621821725624	18.543967193017778
2.69102905E7	40.15491237562698	21.81738865475775
2.78888465E7	28.463877371529087	13.038375575669466
2.88674025E7	30.23815724998427	18.67035196013754
2.98459585E7	18.456311535107044	18.432256781058566
3.08245145E7	24.61551787457788	18.141782010425377
3.18030705E7	92.51613646251887	68.34901640107165
3.27816265E7	21.92886450709945	75.59812771047598
3.37601825E7	43.75696412821018	68.72069445815443
3.47387385E7	69.68450374553018	20.90327487095482
3.57172945E7	47.49899559382358	23.819681081473675
3.66958505E7	28.036397841159566	25.30623833771385
3.76744065E7	52.488402586245876	29.598059353607336
3.86529625E7	21.23018415494727	25.05428009949114
3.96315185E7	21.554258718606338	41.73720169648335
4.06100745E7	64.58560739690336	131.3268587053721
4.15886305E7	30.402296781874945	14.008903878375376
4.25671865E7	45.10261127356141	122.35193020974296
4.35457425E7	54.95015365230161	28.513730623934823
4.45242985E7	40.261063471130306	93.20625830849714
4.55028545E7	24.28380250656019	20.806583404040282
4.64814105E7	32.70250866324034	16.198462935740196
4.74599665E7	15.89515376197057	37.16549525378717
4.84385225E7	29.67281683489997	24.83477219903283
4.94170785E7	88.15004817797393	138.0431261412441
5.03956345E7	23.776275595216056	19.938018408350956
5.13741905E7	27.505966208139306	81.74202865308027
5.23527465E7	30.409934273294066	16.106207255473873
5.33313025E7	31.94154042349069	40.322261659494764
5.43098585E7	36.94295672560177	43.122436217973856
5.52884145E7	12.92121999637785	9.03716623113132
5.62669705E7	28.34072029814969	14.636930549010811
5.72455265E7	24.520932979431542	22.52141713895871
5.82240825E7	37.189935446162515	25.067798163382342
5.92026385E7	33.02883550947124	14.41888191626368
6.01811945E7	24.087167462739448	86.5451961345384
6.11597505E7	27.666371601591823	17.036293334261554
6.21383065E7	38.74129338404492	50.51446778350421
6.31168625E7	41.846189984595405	20.987078886913427
6.40954185E7	37.40402733811722	16.52759940550911
6.50739745E7	548.8242667318498	693.1830000858079
6.60525305E7	20.686241463770703	34.96574852557994
6.70310865E7	32.75366252876544	12.959942972598919
6.80096425E7	21.462732649547053	10.449614766066361
6.89881985E7	68.54351009495431	150.91664212427233
6.99667545E7	37.14548737454746	35.402483929254686
7.09453105E7	60.539038999451115	331.05066372788934
7.19238665E7	32.36166951665281	19.152298669147562
7.29024225E7	13.639846590850116	12.580571878691295
7.38809785E7	44.9778996327433	72.01091521456225
7.48595345E7	38.513271551662136	30.773646790227662
7.58380905E7	25.092566701711302	33.93171079130084
7.68166465E7	57.09525468289946	138.0392006153303
7.77952025E7	21.715760790883333	9.84133661035077
7.87737585E7	41.93225743232679	25.406324337608567
7.97523145E7	15.359868052200834	6.796353010477566
8.07308705E7	21.607126281311746	7.7805638717734285
8.17094265E7	14.16674362186771	9.972065799689817
8.26879825E7	29.28690520190837	16.51006971605851
8.36665385E7	36.22426460586429	29.134862265546037
8.46450945E7	42.99993245289679	31.583185505543838
8.56236505E7	30.656090431660783	88.30651354765688
8.66022065E7	19.4866687222477	14.270413948180659
8.75377665E7	44.109009732011955	78.33402463220155
8.80270445E7	45.24602688501338	10.773228824198407
8.85593185E7	16.900599963658056	12.052176497477552
8.95378745E7	21.8894012523583	15.469766826802147
9.05164305E7	23.552342223471985	58.581816835358204
9.14949865E7	28.16762468511501	22.070885245755164
9.24735425E7	32.172833607746284	41.366009670216506
9.34520985E7	20.139710617646475	10.969015781924735
9.44306545E7	12.98446366052221	17.061972729656446
9.54092105E7	18.27222649628157	6.272819394426873
9.63877665E7	26.690917592164123	12.811591516847551
9.73663225E7	44.61657279286647	21.515613500705506
9.83448785E7	27.13653233291964	68.34234790549415
